Author,Title,Poetry Foundation ID,Content,Length,Topics
William Blake,The Garden of Love,45950,"I went to the Garden of Love,
And saw what I never had seen:
A Chapel was built in the midst,
Where I used to play on the green.

And the gates of this Chapel were shut,
And Thou shalt not. writ over the door;
So I turned to the Garden of Love,
That so many sweet flowers bore.

And I saw it was filled with graves,
And tomb-stones where flowers should be:
And Priests in black gowns, were walking their rounds,
And binding with briars, my joys and desires",90,"sweet flowers, black gowns, joys, graves, bore, writ, walking, tomb-stones, rounds, priests, midst, green, gates, garden"
William Blake,Holy Thursday: Is this a holy thing to see,43662,"Is this a holy thing to see,
In a rich and fruitful land,
Babes reducd to misery,
Fed with cold and usurous hand?

Is that trembling cry a song?
Can it be a song of joy?
And so many children poor?
It is a land of poverty!

And their sun does never shine.
And their fields are bleak and bare.
And their ways are filled with thorns.
It is eternal winter there.

For where-ever the sun does shine,
And where-ever the rain does fall:
Babe can never hunger there,
Nor poverty the mind appall",94,"mind appall, usurous hand, fruitful land, trembling, poverty, poor, misery, ways, thorns, reducd, rain, holy"
William Butler Yeats,The Song of Wandering Aengus,55687,"I went out to the hazel wood,
Because a fire was in my head,
And cut and peeled a hazel wand,
And hooked a berry to a thread;
And when white moths were on the wing,
And moth-like stars were flickering out,
I dropped the berry in a stream
And caught a little silver trout.

When I had laid it on the floor
I went to blow the fire a-flame,
But something rustled on the floor,
And someone called me by my name:
It had become a glimmering girl
With apple blossom in her hair
Who called me by my name and ran
And faded through the brightening air.

Though I am old with wandering
Through hollow lands and hilly lands,
I will find out where she has gone,
And kiss her lips and take her hands;
And walk among long dappled grass,
And pluck till time and times are done,
The silver apples of the moon,
The golden apples of the sun",163,"brightening air, fire a-flame, white moths, silver trout, silver apples, moth-like stars, hollow lands, dappled grass, wood, wing"
William Butler Yeats,The Cap and Bells,43284,"The jester walked in the garden:
The garden had fallen still;
He bade his soul rise upward
And stand on her window-sill.

It rose in a straight blue garment,
When owls began to call:
It had grown wise-tongued by thinking
Of a quiet and light footfall;

But the young queen would not listen;
She rose in her pale night-gown;
She drew in the heavy casement
And pushed the latches down.

He bade his heart go to her,
When the owls called out no more;
In a red and quivering garment
It sang to her through the door.

It had grown sweet-tongued by dreaming
Of a flutter of flower-like hair;
But she took up her fan from the table
And waved it off on the air.

'I have cap and bells,' he pondered,
'I will send them to her and die';
And when the morning whitened
He left them where she went by.

She laid them upon her bosom,
Under a cloud of her hair,
And her red lips sang them a love-song
Till stars grew out of the air.

She opened her door and her window,
And the heart and the soul came through,
To her right hand came the red one,
To her left hand came the blue.

They set up a noise like crickets,
A chattering wise and sweet,
And her hair was a folded flower
And the quiet of love in her feet",236,"chattering wise, straight blue, soul rise, light footfall, heavy casement, folded flower, flower-like hair, blue garment, sweet, hand, wise-tongued, window-sill, window, upward"
William Butler Yeats,Politics,57588,"In our time the destiny of man presents its meanings in political terms.'
THOMAS MANN.
How can I, that girl standing there,
My attention fix

On Roman or on Russian

Or on Spanish politics,

Yet here's a travelled man that knows

What he talks about,

And there's a politician

That has both read and thought,

And maybe what they say is true

Of war and war's alarms,

But O that I were young again

And held her in my arms",83,"spanish politics, political terms, attention fix, true, alarms, travelled, time, standing, russian, politician, meanings, mann"
William Butler Yeats,September 1913,57309,"What need you, being come to sense,
But fumble in a greasy till
And add the halfpence to the pence
And prayer to shivering prayer, until
You have dried the marrow from the bone;
For men were born to pray and save:
Romantic Ireland's dead and gone,
It's with O'Leary in the grave.

Yet they were of a different kind,
The names that stilled your childish play,
They have gone about the world like wind,
But little time had they to pray
For whom the hangman's rope was spun,
And what, God help us, could they save?
Romantic Ireland's dead and gone,
It's with O'Leary in the grave.

Was it for this the wild geese spread
The grey wing upon every tide;
For this that all that blood was shed,
For this Edward Fitzgerald died,
And Robert Emmet and Wolfe Tone,
All that delirium of the brave?
Romantic Ireland's dead and gone,
It's with O'Leary in the grave.

Yet could we turn the years again,
And call those exiles as they were
In all their loneliness and pain,
Youed cry, 'Some woman's yellow hair
Has maddened every mother's son':
They weighed so lightly what they gave.
But let them be, they're dead and gone,
They're with O'Leary in the grave",221,"romantic ireland, childish play, yellow hair, wolfe tone, geese spread, pain, loneliness, kind"
William Butler Yeats,Sixteen Dead Men,57314,"O but we talked at large before
The sixteen men were shot,
But who can talk of give and take,
What should be and what not
While those dead men are loitering there
To stir the boiling pot?

You say that we should still the land
Till Germany's overcome;
But who is there to argue that
Now Pearse is deaf and dumb?
And is their logic to outweigh
MacDonagh's bony thumb?

How could you dream theyed listen
That have an ear alone
For those new comrades they have found,
Lord Edward and Wolfe Tone,
Or meddle with our give and take
That converse bone to bone",108,"dead men, wolfe tone, sixteen men, bony thumb, boiling pot, dumb, overcome"
William Butler Yeats,In Memory of Eva Gore-Booth and Con Markievicz,57605,"The light of evening, Lissadell,
Great windows open to the south,

Two girls in silk kimonos, both

Beautiful, one a gazelle.

But a raving autumn shears

Blossom from the summer's wreath;

The older is condemned to death,

Pardoned, drags out lonely years

Conspiring among the ignorant.

I know not what the younger dreams -

Some vague Utopia - and she seems,

When withered old and skeleton-gaunt,

An image of such politics.

Many a time I think to seek

One or the other out and speak

Of that old Georgian mansion, mix

Pictures of the mind, recall

That table and the talk of youth,

Two girls in silk kimonos, both

Beautiful, one a gazelle.


Dear shadows, now you know it all,

All the folly of a fight

With a common wrong or right.

The innocent and the beautiful

Have no enemy but time;

Arise and bid me strike a match

And strike another till time catch;

Should the conflagration climb,

Run till all the sages know.

We the great gazebo built,

They convicted us of guilt;

Bid me strike a match and blow",181,"dear shadows, time catch, silk kimonos, georgian mansion, conflagration climb, wrong, vague"
William Butler Yeats,The Sorrow of Love,43282,"The brawling of a sparrow in the eaves,
The brilliant moon and all the milky sky,
And all that famous harmony of leaves,
Had blotted out man's image and his cry.

A girl arose that had red mournful lips
And seemed the greatness of the world in tears,
Doomed like Odysseus and the labouring ships
And proud as Priam murdered with his peers;

Arose, and on the instant clamorous eaves,
A climbing moon upon an empty sky,
And all that lamentation of the leaves,
Could but compose man's image and his cry",94,"mournful lips, empty sky, milky sky, labouring ships, girl arose, clamorous eaves, tears, lamentation, brilliant, world, sparrow, priam, peers, odysseus"
William Butler Yeats,Byzantium,43296,"The unpurged images of day recede;
The Emperor's drunken soldiery are abed;
Night resonance recedes, night-walkers' song
After great cathedral gong;
A starlit or a moonlit dome disdains
All that man is,
All mere complexities,
The fury and the mire of human veins.

Before me floats an image, man or shade,
Shade more than man, more image than a shade;
For Hades' bobbin bound in mummy-cloth
May unwind the winding path;
A mouth that has no moisture and no breath
Breathless mouths may summon;
I hail the superhuman;
I call it death-in-life and life-in-death.

Miracle, bird or golden handiwork,
More miracle than bird or handiwork,
Planted on the starlit golden bough,
Can like the cocks of Hades crow,
Or, by the moon embittered, scorn aloud
In glory of changeless metal
Common bird or petal
And all complexities of mire or blood.

At midnight on the Emperor's pavement flit
Flames that no faggot feeds, nor steel has lit,
Nor storm disturbs, flames begotten of flame,
Where blood-begotten spirits come
And all complexities of fury leave,
Dying into a dance,
An agony of trance,
An agony of flame that cannot singe a sleeve.

Astraddle on the dolphin's mire and blood,
Spirit after spirit! The smithies break the flood,
The golden smithies of the Emperor!
Marbles of the dancing floor
Break bitter furies of complexity,
Those images that yet
Fresh images beget,
That dolphin-torn, that gong-tormented sea",238,"faggot feeds, storm disturbs, bitter furies, scorn aloud, fresh images, winding path, unpurged images, resonance recedes, pavement flit, night resonance, moonlit dome"
William Butler Yeats,The Cold Heaven,43287,"Suddenly I saw the cold and rook-delighting heaven
That seemed as though ice burned and was but the more ice,
And thereupon imagination and heart were driven
So wild that every casual thought of that and this
Vanished, and left but memories, that should be out of season
With the hot blood of youth, of love crossed long ago;
And I took all the blame out of all sense and reason,
Until I cried and trembled and rocked to and fro,
Riddled with light. Ah! when the ghost begins to quicken,
Confusion of the death-bed over, is it sent
Out naked on the roads, as the books say, and stricken
By the injustice of the skies for punishment",118,"rook-delighting heaven, stricken, punishment, injustice, ghost, confusion, casual"
William Butler Yeats,The Tower,57587,"I


What shall I do with this absurdity -
O heart, O troubled heart - this caricature,

Decrepit age that has been tied to me

As to a dog's tail?

Never had I more

Excited, passionate, fantastical

Imagination, nor an ear and eye

That more expected the impossible -

No, not in boyhood when with rod and fly,

Or the humbler worm, I climbed Ben Bulben's back

And had the livelong summer day to spend.

It seems that I must bid the Muse go pack,

Choose Plato and Plotinus for a friend

Until imagination, ear and eye,

Can be content with argument and deal

In abstract things; or be derided by

A sort of battered kettle at the heel.

II


I pace upon the battlements and stare

On the foundations of a house, or where",134,"troubled heart, humbler worm, decrepit age, battered kettle, abstract things, passionate, livelong, friend, fantastical, battlements, argument, tail, stare, sort, plotinus"
William Butler Yeats,To the Rose upon the Rood of Time,43280,"Red Rose, proud Rose, sad Rose of all my days!
Come near me, while I sing the ancient ways:
Cuchulain battling with the bitter tide;
The Druid, grey, wood-nurtured, quiet-eyed,
Who cast round Fergus dreams, and ruin untold;
And thine own sadness, whereof stars, grown old
In dancing silver-sandalled on the sea,
Sing in their high and lonely melody.
Come near, that no more blinded by man's fate,
I find under the boughs of love and hate,
In all poor foolish things that live a day,
Eternal beauty wandering on her way.

Come near, come near, come near-Ah, leave me still
A little space for the rose-breath to fill!
Lest I no more hear common things that crave;
The weak worm hiding down in its small cave,
The field-mouse running by me in the grass,
And heavy mortal hopes that toil and pass;
But seek alone to hear the strange things said
By God to the bright hearts of those long dead,
And learn to chaunt a tongue men do not know.
Come near; I would, before my time to go,
Sing of old Eire and the ancient ways:
Red Rose, proud Rose, sad Rose of all my days",200,"eternal beauty, weak worm, bright hearts, bitter tide, fergus dreams, foolish things, strange things, whereof stars, tongue men, small cave"
William Butler Yeats,Down By the Salley Gardens,50311,"Down by the salley gardens
my love and I did meet;
She passed the salley gardens
with little snow-white feet.
She bid me take love easy,
as the leaves grow on the tree;
But I, being young and foolish,
with her would not agree.

In a field by the river
my love and I did stand,
And on my leaning shoulder
she laid her snow-white hand.
She bid me take life easy,
as the grass grows on the weirs;
But I was young and foolish,
and now am full of tears",91,"snow-white hand, snow-white feet, tears, foolish, easy, weirs, tree, shoulder, river, meet"
William Butler Yeats,The Fascination of What's Difficult,43286,"The fascination of what's difficult
Has dried the sap out of my veins, and rent
Spontaneous joy and natural content
Out of my heart. There's something ails our colt
That must, as if it had not holy blood
Nor on Olympus leaped from cloud to cloud,
Shiver under the lash, strain, sweat and jolt
As though it dragged road metal. My curse on plays
That have to be set up in fifty ways,
On the day's war with every knave and dolt,
Theatre business, management of men.
I swear before the dawn comes round again
I'll find the stable and pull out the bolt",108,"natural content, theatre business, road metal, holy blood, strain, stable, plays, fascination"
William Butler Yeats,The Sad Shepherd,57294,"There was a man whom Sorrow named his friend,
And he, of his high comrade Sorrow dreaming,
Went walking with slow steps along the gleaming
And humming sands, where windy surges wend:
And he called loudly to the stars to bend
From their pale thrones and comfort him, but they
Among themselves laugh on and sing alway:
And then the man whom Sorrow named his friend
Cried out,Dim sea, hear my most piteous story!
The sea swept on and cried her old cry still,
Rolling along in dreams from hill to hill.
He fled the persecution of her glory
And, in a far-off, gentle valley stopping,
Cried all his story to the dewdrops glistening.
But naught they heard, for they are always listening,
The dewdrops, for the sound of their own dropping.
And then the man whom Sorrow named his friend
Sought once again the shore, and found a shell,
And thought,I will my heavy story tell
Till my own words, re-echoing, shall send
Their sadness through a hollow, pearly heart;
And my own tale again for me shall sing,
And my own whispering words be comforting,
And lo! my ancient burden may depart.
Then he sang softly nigh the pearly rim;
But the sad dweller by the sea-ways lone
Changed all he sang to inarticulate moan
Among her wildering whirls, forgetting him",225,"sorrow dreaming, comrade sorrow, gentle valley, ancient burden, piteous story, sea-ways lone, valley stopping, slow steps, pale thrones, high comrade, heavy story, sadness, moan, friend, dweller"
William Butler Yeats,"The Fisherman
 
 
  
   Launch Audio in a New Window",13324,"Although I can see him still-
The freckled man who goes
To a gray place on a hill
In gray Connemara clothes
At dawn to cast his flies-
It's long since I began
To call up to the eyes
This wise and simple man.
All day Ied looked in the face
What I had hoped it would be
To write for my own race
And the reality:
The living men that I hate,
The dead man that I loved,
The craven man in his seat,
The insolent unreproved-
And no knave brought to book
Who has won a drunken cheer-
The witty man and his joke
Aimed at the commonest ear,
The clever man who cries
The catch cries of the clown,
The beating down of the wise
And great Art beaten down.

Maybe a twelve-month since
Suddenly I began,
In scorn of this audience,
Imagining a man,
And his sun-freckled face
And gray Connemara cloth,
Climbing up to a place
Where stone is dark with froth,
And the down turn of his wrist
When the flies drop in the stream-
A man who does not exist,
A man who is but a dream;
And cried, ""Before I am old
I shall have written him one
Poem maybe as cold
And passionate as the dawn.""",218,"catch cries, sun-freckled face, living men, gray place, gray connemara, connemara clothes, connemara cloth, commonest ear, wise, scorn, passionate, joke, drop, dream, dead"
William Butler Yeats,Never give all the Heart,57306,"Never give all the heart, for love
Will hardly seem worth thinking of
To passionate women if it seem
Certain, and they never dream
That it fades out from kiss to kiss;
For everything that's lovely is
But a brief, dreamy, kind delight.
O never give the heart outright,
For they, for all smooth lips can say,
Have given their hearts up to the play.
And who could play it well enough
If deaf and dumb and blind with love?
He that made this knows all the cost,
For he gave all his heart and lost",97,"kind delight, worth thinking, smooth lips, heart outright, play, lovely, kiss, dumb, blind, women, hearts, dreamy, deaf"
William Butler Yeats,The Everlasting Voices,57302,"O sweet everlasting Voices, be still;
Go to the guards of the heavenly fold
And bid them wander obeying your will,
Flame under flame, till Time be no more;
Have you not heard that our hearts are old,
That you call in birds, in wind on the hill,
In shaken boughs, in tide on the shore?
O sweet everlasting Voices, be still",62,"heavenly fold, shaken boughs, everlasting voices, sweet, wind, time, tide, shore, obeying, hill, hearts, guards, flame, birds"
William Butler Yeats,The Magi,12892,"Now as at all times I can see in the mind's eye,
In their stiff, painted clothes, the pale unsatisfied ones
Appear and disappear in the blue depths of the sky
With all their ancient faces like rain-beaten stones,
And all their helms of silver hovering side by side,
And all their eyes still fixed, hoping to find once more,
Being by Calvary's turbulence unsatisfied,
The uncontrollable mystery on the bestial floor",74,"uncontrollable mystery, rain-beaten stones, painted clothes, blue depths, bestial floor, unsatisfied, hoping, disappear, turbulence, times, stiff"
William Butler Yeats,"The Second Coming
 
 
  
   Launch Audio in a New Window",43290,"Turning and turning in the widening gyre
The falcon cannot hear the falconer;
Things fall apart; the centre cannot hold;
Mere anarchy is loosed upon the world,
The blood-dimmed tide is loosed, and everywhere
The ceremony of innocence is drowned;
The best lack all conviction, while the worst
Are full of passionate intensity.

Surely some revelation is at hand;
Surely the Second Coming is at hand.
The Second Coming! Hardly are those words out
When a vast image out of Spiritus Mundi
Troubles my sight: somewhere in sands of the desert
A shape with lion body and the head of a man,
A gaze blank and pitiless as the sun,
Is moving its slow thighs, while all about it
Reel shadows of the indignant desert birds.
The darkness drops again; but now I know
That twenty centuries of stony sleep
Were vexed to nightmare by a rocking cradle,
And what rough beast, its hour come round at last,
Slouches towards Bethlehem to be born",166,"passionate intensity, indignant desert, widening gyre, vast image, spiritus mundi, slow thighs, rocking cradle, reel shadows"
William Butler Yeats,An Irish Airman foresees his Death,57311,"I know that I shall meet my fate
Somewhere among the clouds above;
Those that I fight I do not hate,
Those that I guard I do not love;
My country is Kiltartan Cross,
My countrymen Kiltartan's poor,
No likely end could bring them loss
Or leave them happier than before.
Nor law, nor duty bade me fight,
Nor public men, nor cheering crowds,
A lonely impulse of delight
Drove to this tumult in the clouds;
I balanced all, brought all to mind,
The years to come seemed waste of breath,
A waste of breath the years behind
In balance with this life, this death",106,"lonely impulse, public men, kiltartan cross, waste, poor, loss, happier, fight, delight"
William Butler Yeats,He wishes his Beloved were Dead,57305,"Were you but lying cold and dead,
And lights were paling out of the West,
You would come hither, and bend your head,
And I would lay my head on your breast;
And you would murmur tender words,
Forgiving me, because you were dead:
Nor would you rise and hasten away,
Though you have the will of wild birds,
But know your hair was bound and wound
About the stars and moon and sun:
O would, beloved, that you lay
Under the dock-leaves in the ground,
While lights were paling one by one",93,"wild birds, lying, forgiving, dead, west, tender, stars, paling, lights, head, hair, ground, dock-leaves"
William Butler Yeats,The Lake Isle of Innisfree,43281,"I will arise and go now, and go to Innisfree,
And a small cabin build there, of clay and wattles made;
Nine bean-rows will I have there, a hive for the honey-bee,
And live alone in the bee-loud glade.

And I shall have some peace there, for peace comes dropping slow,
Dropping from the veils of the morning to where the cricket sings;
There midnight's all a glimmer, and noon a purple glow,
And evening full of the linnet's wings.

I will arise and go now, for always night and day
I hear lake water lapping with low sounds by the shore;
While I stand on the roadway, or on the pavements grey,
I hear it in the deep heart's core",124,"small cabin, purple glow, lake water, deep heart, cricket sings, cabin build, bee-loud glade, peace, grey, wings, wattles, veils, sounds"
William Butler Yeats,"The Wild Swans at Coole
 
 
  
   Launch Audio in a New Window",43288,"The trees are in their autumn beauty,
The woodland paths are dry,
Under the October twilight the water
Mirrors a still sky;
Upon the brimming water among the stones
Are nine-and-fifty swans.

The nineteenth autumn has come upon me
Since I first made my count;
I saw, before I had well finished,
All suddenly mount
And scatter wheeling in great broken rings
Upon their clamorous wings.

I have looked upon those brilliant creatures,
And now my heart is sore.
All's changed since I, hearing at twilight,
The first time on this shore,
The bell-beat of their wings above my head,
Trod with a lighter tread.

Unwearied still, lover by lover,
They paddle in the cold
Companionable streams or climb the air;
Their hearts have not grown old;
Passion or conquest, wander where they will,
Attend upon them still.

But now they drift on the still water,
Mysterious, beautiful;
Among what rushes will they build,
By what lake's edge or pool
Delight men's eyes when I awake some day
To find they have flown away",177,"brilliant creatures, broken rings, woodland paths, scatter wheeling, nine-and-fifty swans, lighter tread, companionable streams, clamorous wings"
William Butler Yeats,The Rose Tree,57315,"O words are lightly spoken,'
Said Pearse to Connolly,
'Maybe a breath of politic words
Has withered our Rose Tree;
Or maybe but a wind that blows
Across the bitter sea.'

'It needs to be but watered,'
James Connolly replied,
'To make the green come out again
And spread on every side,
And shake the blossom from the bud
To be the garden's pride.'

'But where can we draw water,'
Said Pearse to Connolly,
'When all the wells are parched away?
O plain as plain can be
There's nothing but our own red blood
Can make a right Rose Tree",102,"bitter sea, wells, pride, wind, water, tree, spread, side"
William Butler Yeats,Crazy Jane Talks with the Bishop,43295,"I met the Bishop on the road
And much said he and I.
`Those breasts are flat and fallen now
Those veins must soon be dry;
Live in a heavenly mansion,
Not in some foul sty.'

`Fair and foul are near of kin,
And fair needs foul,' I cried.
'My friends are gone, but that's a truth
Nor grave nor bed denied,
Learned in bodily lowliness
And in the heart's pride.

`A woman can be proud and stiff
When on love intent;
But Love has pitched his mansion in
The place of excrement;
For nothing can be sole or whole
That has not been rent",107,"heavenly mansion, foul sty, truth, pride, lowliness, grave, friends, fair, woman, veins, stiff, sole, road"
William Butler Yeats,On a Political Prisoner,57316,"She that but little patience knew,
From childhood on, had now so much
A grey gull lost its fear and flew
Down to her cell and there alit,
And there endured her fingers' touch
And from her fingers ate its bit.

Did she in touching that lone wing
Recall the years before her mind
Became a bitter, an abstract thing,
Her thought some popular enmity:
Blind and leader of the blind
Drinking the foul ditch where they lie?

When long ago I saw her ride
Under Ben Bulben to the meet,
The beauty of her country-side
With all youth's lonely wildness stirred,
She seemed to have grown clean and sweet
Like any rock-bred, sea-borne bird:

Sea-borne, or balanced in the air
When first it sprang out of the nest
Upon some lofty rock to stare
Upon the cloudy canopy,
While under its storm-beaten breast
Cried out the hollows of the sea",152,"popular enmity, lonely wildness, grey gull, storm-beaten breast, sea-borne bird, lofty rock, foul ditch, cloudy canopy"
William Butler Yeats,No Second Troy,49772,"Why should I blame her that she filled my days
With misery, or that she would of late
Have taught to ignorant men most violent ways,
Or hurled the little streets upon the great,
Had they but courage equal to desire?
What could have made her peaceful with a mind
That nobleness made simple as a fire,
With beauty like a tightened bow, a kind
That is not natural in an age like this,
Being high and solitary and most stern?
Why, what could she have done, being what she is?
Was there another Troy for her to burn",99,"violent ways, tightened bow, peaceful, natural, misery, kind, fire, beauty"
William Butler Yeats,On being asked for a War Poem,57313,"I think it better that in times like these
A poet's mouth be silent, for in truth
We have no gift to set a statesman right;
He has had enough of meddling who can please
A young girl in the indolence of her youth,
Or an old man upon a winter's night",54,"truth, gift, youth, times, statesman, silent, poet, night, mouth, meddling, indolence, girl"
William Butler Yeats,"When You Are Old
 
 
  
   Launch Audio in a New Window",43283,"When you are old and grey and full of sleep,
And nodding by the fire, take down this book,
And slowly read, and dream of the soft look
Your eyes had once, and of their shadows deep;

How many loved your moments of glad grace,
And loved your beauty with love false or true,
But one man loved the pilgrim soul in you,
And loved the sorrows of your changing face;

And bending down beside the glowing bars,
Murmur, a little sadly, how Love fled
And paced upon the mountains overhead
And hid his face amid a crowd of stars",100,"pilgrim soul, glowing bars, true, sorrows, sadly, grey, glad, fire, dream"
William Butler Yeats,To a Friend Whose Work Has Come to Nothing,12882,"Now all the truth is out,
Be secret and take defeat
From any brazen throat,
For how can you compete,
Being honor bred, with one
Who were it proved he lies
Were neither shamed in his own
Nor in his neighbors' eyes;
Bred to a harder thing
Than Triumph, turn away
And like a laughing string
Whereon mad fingers play
Amid a place of stone,
Be secret and exult,
Because of all things known
That is most difficult",78,"whereon mad, brazen throat, truth, triumph, laughing, honor, difficult"
William Butler Yeats,The Fish,57304,"Although you hide in the ebb and flow
Of the pale tide when the moon has set,
The people of coming days will know
About the casting out of my net,
And how you have leaped times out of mind
Over the little silver cords,
And think that you were hard and unkind,
And blame you with many bitter words",60,"silver cords, pale tide, coming days, unkind, hard, bitter, times, people, mind, flow, casting"
William Butler Yeats,To an Isle in the Water,57298,"Shy one, shy one,
Shy one of my heart,
She moves in the firelight
Pensively apart.

She carries in the dishes,
And lays them in a row.
To an isle in the water
With her would I go.

She carries in the candles,
And lights the curtained room,
Shy in the doorway
And shy in the gloom;

And shy as a rabbit,
Helpful and shy.
To an isle in the water
With her would I fly",76,"curtained room, helpful, gloom, water, rabbit, pensively, isle, heart, firelight, doorway, dishes, candles"
William Butler Yeats,Reconciliation,57308,"Some may have blamed you that you took away
The verses that could move them on the day
When, the ears being deafened, the sight of the eyes blind
With lightning, you went from me, and I could find
Nothing to make a song about but kings,
Helmets, and swords, and half-forgotten things
That were like memories of you-but now
We'll out, for the world lives as long ago;
And while we're in our laughing, weeping fit,
Hurl helmets, crowns, and swords into the pit.
But, dear, cling close to me; since you were gone,
My barren thoughts have chilled me to the bone",106,"hurl helmets, half-forgotten things, barren thoughts, weeping, laughing, dear, you-but, world, verses, swords, sight, memories, lightning"
William Butler Yeats,Sailing to Byzantium,43291,"I

That is no country for old men. The young
In one another's arms, birds in the trees,
-Those dying generations-at their song,
The salmon-falls, the mackerel-crowded seas,
Fish, flesh, or fowl, commend all summer long
Whatever is begotten, born, and dies.
Caught in that sensual music all neglect
Monuments of unageing intellect.


II

An aged man is but a paltry thing,
A tattered coat upon a stick, unless
Soul clap its hands and sing, and louder sing
For every tatter in its mortal dress,
Nor is there singing school but studying
Monuments of its own magnificence;
And therefore I have sailed the seas and come
To the holy city of Byzantium.


III

O sages standing in God's holy fire
As in the gold mosaic of a wall,
Come from the holy fire, perne in a gyre,
And be the singing-masters of my soul.
Consume my heart away; sick with desire
And fastened to a dying animal
It knows not what it is; and gather me
Into the artifice of eternity.


IV

Once out of nature I shall never take
My bodily form from any natural thing,
But such a form as Grecian goldsmiths make
Of hammered gold and gold enamelling
To keep a drowsy Emperor awake;
Or set upon a golden bough to sing
To lords and ladies of Byzantium
Of what is past, or passing, or to come",232,"holy fire, tattered coat, soul clap, singing school, sensual music, mortal dress, mackerel-crowded seas"
William Wordsworth,It is not to be Thought of,45525,"It is not to be thought of that the Flood
Of British freedom, which, to the open sea
Of the world's praise, from dark antiquity
Hath flowed, ""with pomp of waters, unwithstood,""
Roused though it be full often to a mood
Which spurns the check of salutary bands,
That this most famous Stream in bogs and sands
Should perish; and to evil and to good
Be lost for ever. In our halls is hung
Armoury of the invincible Knights of old:
We must be free or die, who speak the tongue
That Shakespeare spake; the faith and morals hold
Which Milton held.-In every thing we are sprung
Of Earth's first blood, have titles manifold",118,"british freedom, invincible knights, shakespeare spake, salutary bands, open sea, famous stream, dark antiquity, praise, free, world, waters, unwithstood, tongue, titles"
William Wordsworth,"November, 1806",45532,"Another year!-another deadly blow!
Another mighty Empire overthrown!
And We are left, or shall be left, alone;
The last that dare to struggle with the Foe.
It is well! from this day forward we shall know
That in ourselves our safety must be sought;
That by our own right hands it must be wrought;
That we must stand unpropped, or be laid low.
O dastard whom such foretaste doth not cheer!
We shall exult, if they who rule the land
Be men who hold its many blessings dear,
Wise, upright, valiant; not a servile band,
Who are to judge of danger which they fear,
And honour which they do not understand",112,"servile band, mighty empire, wise, safety, danger, blessings, year, valiant, upright, unpropped, land, judge"
William Wordsworth,"On the Departure of Sir Walter Scott from Abbotsford, for Naples",45538,"A trouble, not of clouds, or weeping rain,
Nor of the setting sun's pathetic light
Engendered, hangs over Eildon's triple height:
Spirits of Power, assembled there, complain
For kindred Power departing from their sight;
While Tweed, best pleased in chanting a blithe strain,
Saddens his voice again, and yet again.
Lift up your hearts, ye Mourners! for the might
Of the whole world's good wishes with him goes;
Blessings and prayers in nobler retinue
Than sceptred king or laurelled conqueror knows,
Follow this wondrous Potentate. Be true,
Ye winds of ocean, and the midland sea,
Wafting your Charge to soft Parthenope",104,"pathetic light, blithe strain, wondrous potentate, triple height, soft parthenope, nobler retinue, midland sea, kindred power, wishes, weeping, true"
William Wordsworth,"It is a Beauteous Evening, Calm and Free",45524,"It is a beauteous evening, calm and free,
The holy time is quiet as a Nun
Breathless with adoration; the broad sun
Is sinking down in its tranquility;
The gentleness of heaven broods over the Sea;
Listen! the mighty Being is awake,
And doth with his eternal motion make
A sound like thunder-everlastingly.
Dear child! dear Girl! that walkest with me here,
If thou appear untouched by solemn thought,
Thy nature is not therefore less divine:
Thou liest in Abraham's bosom all the year;
And worshipp'st at the Temple's inner shrine,
God being with thee when we know it not",102,"beauteous evening, heaven broods, dear girl, dear child, holy time, eternal motion, tranquility, solemn"
William Wordsworth,To the Cuckoo,45562,"O blithe New-comer! I have heard,
I hear thee and rejoice.
O Cuckoo! shall I call thee Bird,
Or but a wandering Voice?

While I am lying on the grass
Thy twofold shout I hear;
From hill to hill it seems to pass,
At once far off, and near.

Though babbling only to the Vale
Of sunshine and of flowers,
Thou bringest unto me a tale
Of visionary hours.

Thrice welcome, darling of the Spring!
Even yet thou art to me
No bird, but an invisible thing,
A voice, a mystery;

The same whom in my school-boy days
I listened to; that Cry
Which made me look a thousand ways
In bush, and tree, and sky.

To seek thee did I often rove
Through woods and on the green;
And thou wert still a hope, a love;
Still longed for, never seen.

And I can listen to thee yet;
Can lie upon the plain
And listen, till I do beget
That golden time again.

O blessèd Bird! the earth we pace
Again appears to be
An unsubstantial, faery place;
That is fit home for Thee",185,"visionary hours, wandering voice, school-boy days, faery place, blessèd bird, rejoice, lying, darling, blithe, woods, ways, vale"
William Wordsworth,"October, 1803",45534,"These times strike monied worldlings with dismay:
Even rich men, brave by nature, taint the air
With words of apprehension and despair:
While tens of thousands, thinking on the affray,
Men unto whom sufficient for the day
And minds not stinted or untilled are given,
Sound, healthy, children of the God of heaven,
Are cheerful as the rising sun in May.
What do we gather hence but firmer faith
That every gift of noble origin
Is breathed upon by Hope's perpetual breath;
That virtue and the faculties within
Are vital,-and that riches are akin
To fear, to change, to cowardice, and death",104,"perpetual breath, vital, virtue, strike, riches, heaven, healthy, gift"
